reg_no,chassis_no,engine_no,fuel_type,maker_class,maker_model,reg_date,reg_auth,aadhaar
EL43AD9434,YJB6N5545RVE7BZTP,527FFS53RPGJ90330,elec,Pontiac,Bonneville,23/11/1970,CP20,582670000000
TF22HX2805,IHIK125K462SOX4D4,153YSS24TGQX96802,cng,Pontiac,Bonneville,23/12/1964,DN76,585752000000
KE44DI8077,TFCGX8UQ8WSG4DEXB,965OKW54ZNMW77148,elec,Pontiac,Grand Am,24/10/1966,WF59,596647000000
JO90SV8044,IV976VOYJ2AHJGH1Q,853AGB34PLSZ48568,diesel,Pontiac,Firebird,8/8/1946,IO85,658136000000
GT45ZN0565,VTDVHK7OHX1VV99AT,569SVL73SEHG64955,cng,Pontiac,Sunbird,6/3/1989,XI63,661295000000
ZU80LF1317,VPWSN7CJY5U3BAGRG,069UMG21AESV86063,elec,Pontiac,Firefly,27/03/2005,MP67,676574000000
OR79PM4728,TGG5VA28O72OAMBUA,252LEG86XRVN79979,cng,Pontiac,Bonneville,15/08/1959,FS36,685129000000
TN64UR7463,0KBVJBYTR6TNKUBGU,766SVL00WZID06832,diesel,Pontiac,G6,12/6/2010,LZ83,711022000000
QE10LA8913,HCB86J23Z836HD2PW,000KAF35KYKD42398,diesel,Pontiac,Grand Am,21/01/2009,WA36,730329000000
XG22IK8638,YL2TYDYZL7SZT2ITW,197GTV07EEED97212,elec,Pontiac,Firefly,25/05/1979,EQ33,732758000000
ZF69PL6072,92T71E2OOZ6L2RPDH,079VNM09EYQJ34993,diesel,Pontiac,Grand Prix,12/6/1998,KC87,749428000000
HI70ZN5592,HKDE4DZWGN84FMRMF,427XOB64QNXM07797,elec,Pontiac,Trans Sport,20/08/1956,IG99,776961000000
HG65CI2449,A8V93O4OJSCNL75IA,754ZPK62NRBY47946,elec,Pontiac,Grand Prix,8/5/2012,TB32,796177000000
NW15OC3668,MHGLUUKSSTB0KB1JX,395AHT24JZEQ56032,cng,Pontiac,LeMans,17/09/1949,ET66,840761000000
RP49HD5798,2LFZ7EZYR8OPGZIRV,607ZFC23KJHI22644,diesel,Pontiac,Fiero,10/8/1967,WL25,848595000000
RK74TP2569,B8C19IEVKKKQAAZR3,020VWQ47EAFE65153,cng,Pontiac,Firebird,15/08/2010,NB71,877375000000
LZ12FH0974,5XIXDJH9GTOTLZ3A2,353NQI49IVKF53106,diesel,Pontiac,GTO,29/09/1963,CU19,934975000000
VU77WI8507,BMFIAH1UW5FMS1KJW,014ZNO70SNCX37054,elec,Pontiac,Firebird,26/04/1986,HY33,940225000000
MY04YR2080,DCDYJNURRA2UDCZTM,978VZS11BRMY09856,petrol,Pontiac,Trans Sport,30/05/2007,YV94,953831000000
FW10KJ8129,URCJXPS9CD01H7Z18,658PXI90NAWL87242,petrol,Pontiac,Montana,10/12/1999,CN29,976135000000
OB94RP4254,GU6LK1OWHANOXV5YX,714TIQ21UQJW90582,diesel,Pontiac,Firebird,18/02/1950,FT97,981138000000
MD88CY7421,8FVCPV8J99C8H5JBQ,343NVL13MAMP47825,elec,Porsche,944,28/08/1950,GF96,121316000000
WJ22UZ6565,N3Z69NKWY87KRBV2M,864UGK63WPTJ68363,elec,Porsche,Cayman,18/11/1975,UZ86,153890000000
QS48YG1756,NLC1RA37S9GTSE6I4,883LBJ88XHJI27255,cng,Porsche,Boxster,31/10/2015,QV96,177537000000
YU62OB7025,N4N947Q3PWMQF9AFH,063ANU95WKKZ10820,petrol,Porsche,Boxster,13/05/1946,AP88,305836000000
MX45AI5351,0A8BO9WR4KMU4LJA5,343OAS18OLZY55511,diesel,Porsche,Boxster,1/6/1980,US60,328512000000
RR01JU8326,NC8IXMQSP4TIZ6G9M,416VJE70WWTF17614,petrol,Porsche,Cayenne,24/07/1947,MY26,524564000000
WW91TB7196,VIWMMWXARZC9FQRAT,254IKQ14PGSI24932,elec,Porsche,911,18/02/1977,OA92,588861000000
OT47LQ1975,4ZJI220EN9YB2UAOM,778WOU36CHWR33537,elec,Porsche,944,3/1/1962,ZP09,639167000000
WP23RX8525,NX1298CE8G1TJUTNS,508JNG55NDLJ81063,elec,Porsche,911,13/01/2010,TX20,668005000000
UU02IP5254,3Y1EIETG0F8EE7YXQ,754OJX08JLMC60278,cng,Porsche,Cayenne,18/06/1957,MP95,684520000000
QW63DX2565,QGMKRYTC5SZTRL6VC,344JYI71EMFN02073,elec,Porsche,Boxster,20/10/1963,WZ35,751765000000
QQ66AT8171,70PKMW154Q3WFWJW0,659OKQ30QWPM43237,diesel,Porsche,Boxster,3/10/2008,ZD52,766478000000
YK89AO5988,8WL6EGJONW2MOSEY7,421GAE12RHSL40185,cng,Porsche,911,2/7/1988,JZ18,949896000000
NO08OA5130,HNCVLIORA6OZ6D41G,281DER97NOWX84034,cng,Porsche,944,3/7/2011,AB24,971053000000
TX26GR4399,KDTUMREW3O3HMJMF0,866QRW01CJWJ85856,elec,Porsche,Cayman,13/06/2003,BF27,994249000000
MY79PC6841,FT7FKWM3J067HYM0Y,306QNZ40DIAB61585,elec,Ram,3500,1/11/2014,VB87,828998000000
CI88BY5310,TV27FAKS94EYYT594,117AZE99MOQD18855,cng,Saab,9000,12/1/1953,EK17,114513000000
IE79ZI6041,HOC5Z87880Z6GGEF3,434IBT56NCYX45226,petrol,Saab,900,3/8/1954,XK61,133720000000
LR03XX2951,J0H8VFWCKLOIKW8IN,981NCW50CIKB75716,cng,Saab,3-Sep,26/03/1979,NH91,142130000000
WW37NH3478,1R3BV0MTH9XCWIN96,704WQR67UMQP66590,cng,Saab,9000,25/09/1979,EI19,231801000000
JA20CZ3020,LABCN5NAR2FVGMOKQ,447KDD01ARBY02531,diesel,Saab,5-Sep,17/02/2018,HO61,276133000000
PD98MY8774,LY4M3CFHM6S1BDT0C,644OBB12FRUB77030,cng,Saab,900,22/10/2017,DG34,304595000000
HN26ZM8279,4CRDI7PG0S3BWTY5B,327GZC47GTAU17104,petrol,Saab,3-Sep,24/03/1962,JC77,324070000000
EG13GN5777,VETN5HJV9MBM1416J,820XHL48VDOZ31353,elec,Saab,9000,17/05/2007,TD84,410314000000
UC78NZ3706,NK3IE5D8Z2QJ2DNBU,835FIO52YGSB42822,petrol,Saab,9000,8/3/1943,NG47,440220000000
PX41VP5294,29NAG1FVPOZ0R0FPV,762SNY92FUPP33334,diesel,Saab,9000,4/8/2017,LJ79,482609000000
EB25KM9354,6W8NNKQX2L8KFZKAD,140TFS98ZDEA67063,elec,Saab,9000,18/10/2017,QW72,517189000000
HK85PS6381,CV6J8052UO7P2TQCE,817QAG93YUFQ86369,diesel,Saab,9000,24/05/1943,DU57,601577000000
YV81PV6565,L8E37VA83ET68RS6J,800GZP07DELP03160,diesel,Saturn,VUE,29/07/1963,IG03,208897000000
NR58GQ6045,E0DIXSIPKVS1ZOVDN,298ZSA23WSQI03993,petrol,Saturn,VUE,5/1/1947,BP88,433800000000
KQ18QQ5464,P533B5CGPYWO8R4ZH,287PHW79RYZQ06932,petrol,Saturn,Sky,2/5/1999,VB01,451277000000
XX20FE4466,C5B0SQC28T2N5CVVG,176DFT67CCIK21708,petrol,Saturn,Astra,14/11/1995,FP14,455644000000
GG03BJ2698,GHC4JF3AWTTS9E5G2,109LBP01AIEI02792,elec,Scion,tC,24/06/1988,SR05,137817000000
EM93SC7528,CGZGPJPKZ6XE9IMMS,614WGT65PNMR52421,diesel,Scion,xD,25/06/2016,CN23,140961000000
JD39YG5002,R6ISA1H8MX53KQ2PD,689DHZ63NROR20921,petrol,Scion,tC,11/6/2015,NU39,228522000000
XI16DN9900,7IIWWOKTISUFONH0F,907GFM84ZUKG85433,petrol,Spyker,C8,18/02/1965,RH35,410511000000
SL03JU1159,CTWZAMN1WWTJ54AIE,085HPG53UVEJ05521,cng,Studebaker,Avanti,14/03/2019,RY45,625985000000
OT63CI1051,5SGI33GCG2C167SJU,098YGK50PYLL96121,petrol,Studebaker,Avanti,16/11/1990,TL84,993187000000
BC16LC1857,EAZNXGCBW48AF5BWE,139ARX11KEPM06202,elec,Subaru,Baja,25/09/2000,MI26,119122000000
AT88XB8452,JYNKN4PPU8OYDK17H,609LTC03RODX50442,petrol,Subaru,Outback,26/08/1959,JU08,193300000000
SH21MV4829,Z5ZN0DGFSVW6EKSBS,442QUH36PALI91988,elec,Subaru,SVX,1/4/1984,LZ86,202512000000
OX41ZC3127,WKYCL18REPPKQJ8BQ,518JCV50FNXP29451,elec,Subaru,Impreza,8/9/1962,VF18,205786000000
XD72WF1186,5AMWV1ODK22NDZ6ED,462XIA41OGHX50758,cng,Subaru,Baja,26/02/1944,RS44,285037000000
GZ77UQ4058,4IM3C8355HKBZLSE0,502RHH01CKXV20019,diesel,Subaru,Impreza,18/05/1982,AE18,343842000000
YY01OC2309,IEJN6IS6NCVU2151F,321ZQQ35BWEM31068,elec,Subaru,Legacy,29/08/1999,EK56,351959000000
QM26WJ8719,J59Y7ZMLT4FIZ7EIY,551YTT02VVYS73167,cng,Subaru,Impreza,21/04/1995,LB79,452656000000
YB34HC5940,1SMLOIJV661AB1I7K,758LXS90UOBI89105,diesel,Subaru,Justy,31/10/1964,HL29,523336000000
DI31ES6310,STVUJE4PWSU83LLPD,603MKD81JWPU06098,petrol,Subaru,SVX,30/12/1943,CF09,553827000000
SZ48QH2877,8KZZHGL4DUWOU9XRX,947YQH76KEEK35013,petrol,Subaru,Legacy,19/05/2017,LP47,577150000000
QS08WX4482,EUBJSH8AGCOMMIJD2,898NYH20WNCV42648,diesel,Subaru,Justy,16/03/1990,KC65,584442000000
UI77QX0634,LBQSSLJHTP260BGS1,172KKQ65JPDA69691,elec,Subaru,Justy,2/11/1943,FQ90,655927000000
YQ02DB6735,H7I459P9UQ17VNQF8,898OLH14HWHP58220,elec,Subaru,Impreza,8/10/1947,MK40,669672000000
GW84HA5897,T29SHL09Z08W67SGF,952QLL33VXNW50586,cng,Subaru,Brat,21/09/1969,JM63,677908000000
UQ36MU1460,0VOP7EPY1KBUPQ9NJ,632RLV78HUKR71534,cng,Subaru,Outback,3/11/1946,DZ28,719322000000
OJ69MB7551,C5TD1SRB05D82KCYL,481AFG92YOQM83780,petrol,Subaru,Legacy,13/02/2011,WU77,789433000000
GB81CS3041,4IU8PCRHQH1J8B6OP,152DKI81SQBL92134,cng,Subaru,Forester,15/12/1957,LV41,807866000000
KE73ZB8431,TTN46UCJT0Y9GCPOH,866EQW27GKGB29521,elec,Suzuki,Swift,14/05/1993,WI60,229845000000
BS71PR0727,CR666PB8SPLDI7A2P,264HHQ04PKGD85567,elec,Suzuki,Swift,25/08/1975,QA11,245244000000
IO63LC2839,M10SDPOX66N6CYFWY,580JSO07ONZI61314,diesel,Suzuki,Samurai,14/10/1953,PV25,283843000000
CR23FD5113,ODP68KEWCSE79EZYR,340KQO68CBVW04500,elec,Suzuki,Forenza,23/01/1952,ZT24,450707000000
GD36YW0128,ST80B1BP8VWBWPTLE,619WIL65RPSK83672,elec,Suzuki,Samurai,27/04/1975,GL17,548558000000
IU31RG1725,7UFE6GT2JFZASPJ8B,899NZF38ZYRF00659,petrol,Suzuki,Esteem,19/04/1978,LF30,577892000000
XC73EX3134,AFO4TC0XX9N4VEVZF,828OEM17CEOS75463,elec,Suzuki,Esteem,8/2/1962,JR16,610453000000
GW05FB2934,ZNWMEONASOAO7A83O,184RTM77DJCM35554,diesel,Suzuki,Forenza,29/03/1961,OB55,655658000000
OS33HY4965,O1VY9WWD0AUJUMJO3,077TID65WTHE09083,elec,Suzuki,Swift,14/12/2017,LB45,675485000000
SP83ZJ3263,I2MXV7PZT9KK9523U,212GOV30JYAB00480,petrol,Suzuki,Swift,21/02/1998,OD96,678875000000
UM52IC5357,Q6U5Y4VJAIRFCF079,384OJN20AEON35455,cng,Suzuki,Sidekick,21/04/1989,EL56,687893000000
MZ75EV6310,VJHNVEWSVAZ77CXVG,719XIN00YLRU66118,diesel,Suzuki,Grand Vitara,8/2/1990,GR90,719972000000
LM70AE8196,7V44XPA4ICXQS45GO,715HCQ71JJVC05813,diesel,Suzuki,Swift,4/1/1959,JP26,737619000000
XI00SN0950,DWRLZ6R9BV3Y5RRV4,347QZB59KKLZ68549,diesel,Suzuki,Daewoo Lacetti,16/07/1975,LE87,759708000000
KR57JF5362,042M00EUO6BZGDQLN,939XRM90MERH56868,cng,Suzuki,Sidekick,3/10/1992,JM59,832849000000
NP11SA6005,84JH56DIU02QG03MI,278OTV54ZJKU84081,elec,Suzuki,SJ,29/05/1990,PE66,860575000000
XJ71XY0443,FG92Y618SD9KPM734,179CHH02KRUK33017,petrol,Suzuki,XL-7,26/10/1968,RX71,862851000000
NR75QW7005,YXRBXTIMP2ATJFDO2,417AJB70PWXV23554,elec,Toyota,T100 Xtra,13/10/1962,US47,117775000000
HV86SZ9398,ZOA221UMZDIJJPNGL,978TSY64FARD67011,cng,Toyota,Camry,15/03/1955,JO53,123139000000
PR29TZ4575,VZ7I0W8GF1ON9P8AB,572YMV73DDPR10834,cng,Toyota,Tundra,1/6/2011,UB14,128856000000
CF89QG7947,O4PRZKZ5NZ7N9MO9Q,559ZJY80ZHRQ69101,diesel,Toyota,Prius,20/11/1964,NW14,138529000000
HG40XU2742,OIPDQF7L7HM6BL956,524MYX58BAKQ63019,petrol,Toyota,T100,21/11/1992,TB58,144969000000
PE45YR6873,YZRKP0KODD2SV0PNP,383SXV11RHXO98810,petrol,Toyota,Yaris,2/7/2008,CN75,200081000000
PP89SK0451,VYONRAT22PPQ82QQQ,563EYG27KOVW73657,elec,Toyota,Tacoma,29/06/1992,AX80,233891000000
BT41ZC7152,FYNFZYMIG869U8YTE,552OUG72TPQL95231,cng,Toyota,4Runner,11/7/2008,JG49,274610000000
RX34JV7526,GTOWOZO1JAUMJOSG8,233LVF01YMJH97847,petrol,Toyota,Land Cruiser,9/1/1958,KB43,293870000000
UB22II3571,6XPZZK3JNU2EQYDXX,977YGI41YYUP71276,diesel,Toyota,T100,27/09/1988,HR47,328403000000
HC63XA3484,QLTHLP1HCBPW2ROJK,484PLE22GFVE74378,cng,Toyota,MR2,10/6/1961,JJ44,359115000000
IT04KF5376,JJTXMLEXEKQM3MOPC,439FSN80YQDS84199,elec,Toyota,Celica,4/12/1979,WK29,376106000000
UC16HK3335,8ZW6H0JER461E0ISC,046PND48LNVW62583,diesel,Toyota,RAV4,19/09/1974,UH71,382491000000
WP76FN8875,LPBDDDZVRU7ICJ9AN,336WQL70UPBF40735,diesel,Toyota,RAV4,28/11/1966,IT20,384141000000
RU33QI4264,AKCK1042G10R3EW9F,417WRB55BCHR58959,elec,Toyota,Tacoma Xtra,3/2/2013,AM46,400151000000
YX88WU2725,DLHEB1YB6XPAIUFPM,585MIC06FNOR55592,petrol,Toyota,Sienna,14/08/1988,EG19,415697000000
VG30IM9360,R4D9S9QMAZUZ30G8I,175VCG48XEWB80547,diesel,Toyota,Tundra,15/07/2004,UQ03,433317000000
HZ32AL3117,GIFJZBOJTTT513JQT,040FAI93GVUU06031,diesel,Toyota,Land Cruiser,14/11/1947,GF83,439955000000
YK40UZ1953,MSBXUNHEWI8UVESKB,548DKI56OPJT32798,cng,Toyota,Corolla,4/3/1999,UM42,453016000000
QC74JQ3565,00LHAH0CGEQ7K7PDO,205MLT44SJIP70947,diesel,Toyota,Land Cruiser,30/04/1985,GH88,481906000000
ZB68DL0389,J3Y99JSZSN7L1PNBB,905SWD27YKCG00201,elec,Toyota,Tacoma,11/2/2017,FN08,504171000000
AS59SX9981,O3ZGC9X2HC0QE7Z0I,443JXS13OGXI20320,cng,Toyota,Tacoma,27/10/1978,QO23,509619000000
VV56KI9694,42O7CIXWP57L4KEYV,030SAO04MDMR31522,diesel,Toyota,Land Cruiser,6/8/2003,FM97,532667000000
XJ22NJ3416,5OOTO44FO0MQQ7TYF,525TQX80LTWS34481,cng,Toyota,TundraMax,7/5/2004,MT14,572161000000
IG74RB8113,CC58ABIXUVU0NHD0U,359IFY76SLHZ27178,cng,Toyota,Land Cruiser,5/12/1955,WU25,630647000000
PL05HN8654,TWAR49GX1PN9Z24TS,067WUJ49BOUC77754,diesel,Toyota,Matrix,18/05/2007,LB28,646627000000
IV44UO0294,6QDFTGS8WSI7OMDRG,867AEL22KORY73992,cng,Toyota,Camry,26/04/1952,XA34,670542000000
JI50YF3251,EQ07QP19CFXCBNG54,537KFH76LTRG64169,elec,Toyota,Tacoma,26/04/1995,IT53,671060000000
NO56PQ2953,L4J69MNWUBTVS0F5A,940DFT00IXOR53427,diesel,Toyota,Celica,7/12/1940,ML34,716420000000
ET86HB1492,3WQ5892QTJC9T2HC1,978VLV94TCPJ36426,petrol,Toyota,Supra,24/04/1973,LJ49,733613000000
YC43SE1093,8C4T5D1OLLUDNVFCA,827RUS28IRAT29080,elec,Toyota,Celica,12/2/1988,XT93,779073000000
OP81VT8744,L01I5MPBHYIOZR92W,092AVR03CINK91913,elec,Toyota,Sienna,31/01/1971,BW89,779661000000
NV77TY4715,7F95GUMFG49SAA6DL,578CXD68IOLN61852,elec,Toyota,Matrix,11/8/1941,OL86,781956000000
IB27DK0919,RB1QPO7DTX4X6Y7G6,996LHA37YAFZ13681,petrol,Toyota,Land Cruiser,9/4/2001,BO34,786127000000
RG75DX1618,CYJF2PJH95F2846M9,898QKC90DHNV50427,elec,Toyota,Sienna,30/05/1963,XQ88,788536000000
QN23VG0692,EOD8IDE1IY2B40D4A,072VTR59QUWL36759,diesel,Toyota,Sienna,6/3/1970,XH68,827810000000
ZI12BN4536,RMMBZNL2PVFUUPMDP,452NRW72JOYA90720,cng,Toyota,Highlander,8/5/2019,LM77,834574000000
FZ29PM2844,OI9HNO9YSHZ7N3WC7,350RJB74QXUL82834,diesel,Toyota,Sienna,1/11/1983,WJ25,843378000000
WV65SO9440,0PQBTT60L5VSDWCZE,071NSE13GVPJ00525,petrol,Toyota,Sienna,7/6/2013,SK21,862612000000
HL74LD9965,QHFAI4URKYS3DVIS6,695YYS04ZYJZ81295,diesel,Toyota,MR2,1/11/1944,FT64,905838000000
MZ98QV2672,53RPDU0XHC8856T3B,726GRZ66MRWU00716,diesel,Toyota,4Runner,24/07/1965,XQ99,925219000000
DK61HH5797,00P1JQL96ZFIA9VV2,064TSH82YULA10507,petrol,Toyota,Tacoma,12/12/1994,CL73,930444000000
YU46DC0233,U0EJIVCATZB1VCPZB,618XOT48WZPY64630,petrol,Toyota,4Runner,21/02/2003,WH50,950988000000
RE36ZT9190,4UUE5G9GF43MN2YKS,315XEF49ZUPJ63281,elec,Volkswagen,Type 2,16/08/1941,QP95,135873000000
GL41IZ6126,G8V66DGN15669QJ8U,404EIC46RLGZ93953,diesel,Volkswagen,Passat,29/12/1967,VY96,224225000000
XB48AF6198,8K5BMO21FWITMQB1D,819GZY64WZGW19625,elec,Volkswagen,CC,12/10/1966,JY62,243795000000
WT77YG6830,7VPWCBV35VQZXW3W0,691ORD32BPHN25737,elec,Volkswagen,Cabriolet,14/04/2008,TZ19,294099000000
QB50XQ3375,7SYJUTJ84ODZMCFWG,770VRC04MVRD51229,diesel,Volkswagen,GTI,1/12/1984,EN45,398864000000
CG02SE3449,30FBWOC75VP8CSEUL,085EMR76TSJT52945,cng,Volkswagen,Cabriolet,27/12/1978,BG26,427941000000
NI04IX6173,JRXA31EQSJ7NLF4XB,642ZNV12WZMY12297,elec,Volkswagen,Passat,12/8/1997,GL88,502098000000
RR72IA6483,F38FAZKGBN98H4YXG,423YQP03CONJ31593,cng,Volkswagen,Rabbit,8/4/2009,TN10,540309000000
IO58AF9666,N2C7FO30XP2OY3YJT,255WZY51QZTW27004,diesel,Volkswagen,GTI,15/04/2013,GT81,608355000000
OO98IE3636,EDU6O9RID82SXTQQ5,388NMW39EYUW10640,diesel,Volkswagen,R32,4/7/1998,YN94,608682000000
WH20LZ5551,ALEQJXTCDJDKJ8L4O,838XJX99DYNV85249,petrol,Volkswagen,GTI,20/07/1950,OT65,611821000000
PR69FV1976,IE1WTEM6BN2DDT2SW,533HOW77ATVP38565,diesel,Volkswagen,Scirocco,17/05/2011,DR83,636847000000
YG81ZS5798,8KMTJHHFP8XI9I76G,195KAK86VMXP12250,petrol,Volkswagen,Jetta,24/02/2001,XF09,651961000000
EA57DK7414,QA7SI0PGG3THNSEPU,617QPW21YXPQ16291,petrol,Volkswagen,Eurovan,4/7/2012,AB78,663096000000
CF84JQ0387,D11MJK3H7X5EWJHSN,263PKP70VHER40224,elec,Volkswagen,Vanagon,12/2/1945,HO79,710372000000
KV39PQ2482,5QUUNO86P6PKLJZFK,372AFZ90CMNT19745,diesel,Volkswagen,Golf,2/8/2013,OH54,767603000000
TK38VP8664,KY38LF2T1YKUWJDGQ,404YAH44TEZI02155,cng,Volkswagen,Golf,21/09/2000,SG04,777939000000
GH08UL3289,LQ722KIE8ZYZF4Z8A,970IGF31JDDQ27573,petrol,Volkswagen,Fox,14/10/1996,CA42,794734000000
SY24YU4311,IXHBIUM69OTREFKCA,502JOV42OBKK92519,elec,Volkswagen,Cabriolet,4/10/1955,PI31,811154000000
OO32XU5581,GDA0HQDW4QMLBLNVT,546DNF24RFBE88134,diesel,Volkswagen,Corrado,10/7/1984,WQ84,815682000000
DD57PG6749,5LYVFKYWBG3573ZMD,612RNL24ZHWF36312,cng,Volkswagen,Passat,19/02/1994,FJ18,845662000000
HL07IA7166,4W897B67B8IK7U1RC,898MSN21HTBA84356,petrol,Volkswagen,CC,22/05/1966,GU34,855516000000
MF19QK1998,8MIT0DWX4M8P8NUZI,696XUT14JQJP23382,petrol,Volkswagen,Golf,27/08/1952,VK22,872809000000
WV22JI0030,UI00AST3O48JO1D4C,240CZT67WTEE10989,cng,Volkswagen,Cabriolet,12/7/1941,MI72,878347000000
ZZ07JJ9908,VPUA33JHK0YFCEXC3,908KTC76KYOC33926,cng,Volkswagen,Fox,23/12/2006,TS31,935830000000
AS25DA6540,IKN6SJ75J4Q18P2WN,825CAM85GDRR96011,cng,Volvo,V50,9/1/2018,OP77,123689000000
AN58HJ5801,76S3HGWBBEIQ1G72T,756QCF11HONM18314,petrol,Volvo,V70,13/11/1943,SY52,197299000000
XS98BZ8765,M7KOPB36WV0BCUL76,758FYF75NMKY54911,elec,Volvo,S60,27/05/1967,NT87,210404000000
ZV87SL4633,HY8BI8LPXJRC8F90V,228QGV12TSDM22026,petrol,Volvo,S40,5/1/1941,VC39,335606000000
US69BH7042,BABW3AFHESNZ88R0Y,664HWF54MWKT34678,cng,Volvo,C30,8/6/1987,JZ85,387707000000
UM69BV6324,UARAM4NL70YGP8OTF,182FHA07CREH65970,petrol,Volvo,C70,31/10/1947,TC85,427781000000
WJ42PR4699,9RM06NZ52RJTX26QB,334DOC12LBGO87060,elec,Volvo,V50,27/07/1993,CQ97,441403000000
QI57RV6492,A8ZUMKEFRWA3C90Y1,758NHK64ASDF25401,elec,Volvo,V40,5/10/1956,PA46,520275000000
KA40SE3243,SGKJ634UJX6QP225U,565LNT77JZFS28146,cng,Volvo,S90,18/05/1959,AZ57,531772000000
OE49MS7065,7ZCB2J0MYXS2RXOGI,930GJY38AXPR72317,diesel,Volvo,S80,1/1/1987,MW56,634226000000
DO75QI6633,RDRCHL8IVKPGUZGE3,795HAL61KYZJ44637,petrol,Volvo,S60,21/04/1988,FV94,640206000000
NP00LO8846,1N4C3O9IHMITTZHA1,828USJ10CXIP00808,diesel,Volvo,S60,25/06/2019,VC56,664788000000
JR28AJ7982,SK4QJALHFZAFSK97O,808UEH11IBXC79530,diesel,Volvo,S40,8/2/2018,ZP52,766199000000
LK16VG2236,3ZKKDNHWVBQ39XBL1,242NFA83GADB95634,cng,Volvo,740,31/01/2001,DC49,869331000000
WU94FC0447,W5H934LPF0BU9P2PH,498MEH32KKQD09053,petrol,Volvo,XC70,8/9/1968,SB43,871813000000
AP43QY6405,BFA68F67N6FYSZ4UY,109MKT33PUGD18454,petrol,Volvo,S60,14/05/1977,UN84,878198000000
MO35DA1001,N2J0JIBDGDJICOGBT,017GNG97KYEX55760,diesel,Volvo,XC60,7/4/1997,GZ01,880756000000
YS47VY7676,005L517TGBSTHBGKS,018GTG02RJNK17556,cng,Volvo,C70,19/10/2005,RC32,919303000000
KY31DY3888,7ON351K9LNH7VGSP5,482IOZ00LPCI92268,cng,Volvo,V90,7/11/1951,AG53,948526000000
BF26PB2309,KKGVMOH8ANIKUHC6M,727MUW20EZRV07143,petrol,Volvo,240,14/12/1970,VB19,985895000000
